ref	pos	strand	convertedBaseCount_unfiltered_uniq	unconvertedBaseCount_unfiltered_uniq	convertedBaseCount_unfiltered_multi	unconvertedBaseCount_unfiltered_multi	convertedBaseCount_filtered_uniq	unconvertedBaseCount_filtered_uniq	convertedBaseCount_filtered_multi	unconvertedBaseCount_filtered_multi	u	d	ur	pval	passed
chr3	17238249	-	39	2	0	0	39	2	0	0	2	41	0.04878048780487805	0.008158319393238259	false
chr13	113483853	-	48	3	0	0	48	2	0	0	2	50	0.04	0.011951957971907566	false
chr3	179397225	-	43	2	0	0	43	2	0	0	2	45	0.044444444444444446	0.0097644718565112	false
chr9	124858070	-	11	1	0	0	11	1	0	0	1	12	0.08333333333333333	0.03879124292640033	false
chr1	17627488	+	25	1	0	0	25	1	0	0	1	26	0.038461538461538464	0.08214997511698532	false
chr9	35609722	+	71	2	0	0	71	2	0	0	2	73	0.0273972602739726	0.024397540799369594	false
chr2	190881062	+	95	3	0	0	95	3	0	0	3	98	0.030612244897959183	0.004296787627310026	false
chr19	6712352	-	33	1	0	0	33	1	0	0	1	34	0.029411764705882353	0.10604250501099872	false
chr11	67306873	+	58	3	0	0	58	3	0	0	3	61	0.04918032786885246	0.0011127983647833642	false
chr3	9934903	+	34	2	0	0	34	2	0	0	2	36	0.05555555555555555	0.006336508386074512	false
chr17	9022799	+	73	1	0	0	73	1	0	0	1	74	0.013513513513513514	0.216493508284448	false
chr3	48293124	-	49	1	0	0	49	1	0	0	1	50	0.02	0.15197791719960327	false
chr10	133281377	-	84	13	0	0	84	10	0	0	10	94	0.10638297872340426	1.049575544524786e-12	true
chr5	150000817	+	28	3	0	0	28	3	0	0	3	31	0.0967741935483871	0.00014960256867486036	true
chr11	122811221	+	38	1	0	0	38	1	0	0	1	39	0.02564102564102564	0.12065846734638368	false
chr2	219606818	+	18	1	0	0	18	1	0	0	1	19	0.05263157894736842	0.06072076484265071	false
chr19	45396827	-	38	1	0	0	38	1	0	0	1	39	0.02564102564102564	0.12065846734638368	false
chr7	99012274	+	46	0	0	0	46	0	0	0	0	46	0.0	1.0	false
chr9	35405077	+	19	2	0	0	19	2	0	0	2	21	0.09523809523809523	0.0021824107257404244	false
chrX	10015634	+	16	0	0	0	16	0	0	0	0	16	0.0	1.0	false
chr13	37033561	-	19	1	0	0	19	1	0	0	1	20	0.05	0.06381244283942049	false
chr1	241597997	-	53	2	0	0	53	2	0	0	2	55	0.03636363636363636	0.01433261792487562	false
chr15	78289627	-	39	2	0	0	38	1	0	0	1	39	0.02564102564102564	0.12065846734638368	false
chr3	196586155	+	58	2	0	0	58	1	0	0	1	59	0.01694915254237288	0.17677139863517097	false
chr9	111484254	-	39	1	0	0	39	1	0	0	1	40	0.025	0.12355285781770667	false
chr19	10831434	+	43	1	0	0	43	1	0	0	1	44	0.022727272727272728	0.1350354626657898	false
chr1	39452207	+	51	0	0	0	51	0	0	0	0	51	0.0	1.0	false
chr7	25136777	-	6	0	0	0	6	0	0	0	0	6	0.0	1.0	false
chr18	59903002	+	24	5	0	0	24	3	0	0	3	27	0.1111111111111111	0.00009831296976326222	true
chr9	95317684	-	12	1	0	0	12	1	0	0	1	13	0.07692307692307693	0.041955102887649275	false
chr1	1665190	-	48	0	0	0	48	0	0	0	0	48	0.0	1.0	false
chr12	132044291	+	30	0	0	0	30	0	0	0	0	30	0.0	1.0	false
chr11	61965115	-	47	2	0	0	47	2	0	0	2	49	0.04081632653061224	0.011498782889272216	false
chr10	11920869	-	43	2	0	0	43	2	0	0	2	45	0.044444444444444446	0.0097644718565112	false
chr3	52907193	-	42	1	0	0	42	1	0	0	1	43	0.023255813953488372	0.13217899249845172	false
chr22	46389315	-	54	0	0	0	54	0	0	0	0	54	0.0	1.0	false
chr18	59329266	-	54	2	0	0	54	1	0	0	1	55	0.01818181818181818	0.16584284801707777	false
chr19	2015365	-	50	3	0	0	50	3	0	0	3	53	0.05660377358490566	0.0007386579550873613	true
chr3	111979074	+	36	2	0	0	36	2	0	0	2	38	0.05263157894736842	0.007040037047473633	false
chr16	2972795	+	51	1	0	0	51	1	0	0	1	52	0.019230769230769232	0.15755133182224934	false
chr6	152983002	-	50	3	0	0	50	3	0	0	3	53	0.05660377358490566	0.0007386579550873613	true
chr11	64227064	+	44	1	0	0	44	1	0	0	1	45	0.022222222222222223	0.13788253063872796	false
chr9	68780675	+	42	1	0	0	42	1	0	0	1	43	0.023255813953488372	0.13217899249845172	false
chr14	105221841	-	23	2	0	0	23	2	0	0	2	25	0.08	0.003090607703256871	false
chr11	65547472	-	16	9	0	0	16	9	0	0	9	25	0.36	8.835846794628797e-17	true
chr7	102227373	+	37	3	0	0	37	3	0	0	3	40	0.075	0.0003216301529319877	true
chr6	44231394	+	130	6	0	0	129	4	0	0	4	133	0.03007518796992481	0.001043217355494532	false
chr4	99878475	-	17	1	0	0	17	1	0	0	1	18	0.05555555555555555	0.05761887684814852	false
chr3	94003822	+	47	1	0	0	47	1	0	0	1	48	0.020833333333333332	0.14636763035942127	false
chr19	10986194	+	57	1	0	0	57	1	0	0	1	58	0.017241379310344827	0.17405275776701995	false
chrX	108606836	+	12	2	0	0	12	2	0	0	2	14	0.14285714285714285	0.0009603051460520346	true
chr13	75761020	+	75	1	0	0	75	1	0	0	1	76	0.013157894736842105	0.2216429102003099	false
chr3	39098424	-	33	4	0	0	33	4	0	0	4	37	0.10810810810810811	7.10749433061945e-6	true
chr4	5813934	+	23	2	0	0	23	2	0	0	2	25	0.08	0.003090607703256871	false
chr5	179907872	-	9	3	0	0	9	3	0	0	3	12	0.25	7.673025224815803e-6	true
chr6	99399583	-	31	1	0	0	31	1	0	0	1	32	0.03125	0.10012832179390982	false
chr3	39143715	-	46	1	0	0	46	1	0	0	1	47	0.02127659574468085	0.14354858369044748	false
chr7	55208325	+	66	3	0	0	66	2	0	0	2	68	0.029411764705882353	0.021377360963710484	false
chr3	39096447	+	54	3	0	0	54	3	0	0	3	57	0.05263157894736842	0.0009136141098772038	true
chr9	137835303	+	39	1	0	0	39	1	0	0	1	40	0.025	0.12355285781770667	false
chr4	25914305	+	44	1	0	0	44	1	0	0	1	45	0.022222222222222223	0.13788253063872796	false
chr16	2090752	-	36	0	0	0	36	0	0	0	0	36	0.0	1.0	false
chr5	150117791	-	50	0	0	0	50	0	0	0	0	50	0.0	1.0	false
chr5	168292069	+	40	1	0	0	40	1	0	0	1	41	0.024390243902439025	0.12643772127831837	false
chr9	125323809	+	58	2	0	0	57	2	0	0	2	59	0.03389830508474576	0.016371587414261927	false
chr5	6713760	+	65	1	0	0	65	1	0	0	1	66	0.015151515151515152	0.19555296873933498	false
chr3	49123039	-	49	2	0	0	49	2	0	0	2	51	0.0392156862745098	0.012412859438603279	false
chr5	78985219	-	10	2	0	0	10	2	0	0	2	12	0.16666666666666666	0.0006995429226950092	true
chr22	21644028	+	330	6	0	0	330	6	0	0	6	336	0.017857142857142856	0.0009657314363252936	false
chr12	124947093	-	92	2	0	0	92	1	0	0	1	93	0.010752688172043012	0.2640686217205983	false
chr8	124451606	+	43	0	0	0	43	0	0	0	0	43	0.0	1.0	false
chr10	102815826	+	56	3	0	0	56	2	0	0	2	58	0.034482758620689655	0.01585085906110682	false
chr16	69355997	-	29	2	0	0	29	1	0	0	1	30	0.03333333333333333	0.094175011925586	false
chr17	32480684	+	12	1	0	0	12	0	0	0	0	12	0.0	1.0	false
chr6	7541941	+	211	7	0	0	211	7	0	0	7	218	0.03211009174311927	9.623236837764982e-6	true
chr16	71852669	+	43	1	0	0	43	0	0	0	0	43	0.0	1.0	false
chr3	69047392	-	70	0	0	0	70	0	0	0	0	70	0.0	1.0	false
chr1	154582374	-	34	2	0	0	33	2	0	0	2	35	0.05714285714285714	0.005997520653790533	false
chr17	50380399	+	42	3	0	0	42	2	0	0	2	44	0.045454545454545456	0.009350775302913275	false
chr3	48435090	-	63	17	0	0	63	17	0	0	17	80	0.2125	5.212575737587731e-26	true
chr2	26792150	+	110	1	0	0	109	1	0	0	1	110	0.00909090909090909	0.30418184579574	false
chr16	3290811	+	25	1	0	0	25	1	0	0	1	26	0.038461538461538464	0.08214997511698532	false
chr22	41544151	-	31	1	0	0	30	1	0	0	1	31	0.03225806451612903	0.09715657382936295	false
chr7	102283095	+	55	3	0	0	55	3	0	0	3	58	0.05172413793103448	0.0009610906832273881	true
chr19	34500409	+	43	2	0	0	43	2	0	0	2	45	0.044444444444444446	0.0097644718565112	false
chr10	21732928	+	30	3	0	0	30	2	0	0	2	32	0.0625	0.005032386928409777	false
chr19	45350579	-	21	3	0	0	21	3	0	0	3	24	0.125	0.00006853367668139893	true
chr15	40290598	-	6	1	0	0	6	1	0	0	1	7	0.14285714285714285	0.02281452572593577	false
chr3	158110145	+	46	0	0	0	46	0	0	0	0	46	0.0	1.0	false
chr9	131394160	+	91	2	0	0	91	2	0	0	2	93	0.021505376344086023	0.038046129355768024	false
chr1	53838353	-	19	1	0	0	19	1	0	0	1	20	0.05	0.06381244283942049	false
chr22	46357245	+	36	1	0	0	36	1	0	0	1	37	0.02702702702702703	0.11484097941920515	false
chr19	40605137	+	10	6	0	0	10	6	0	0	6	16	0.375	9.900437014242699e-12	true
chr11	68159146	-	35	1	0	0	35	1	0	0	1	36	0.027777777777777776	0.11191781872705495	false
chr17	6121241	+	26	1	0	0	26	1	0	0	1	27	0.037037037037037035	0.0851711179465615	false
chr12	120697743	+	39	2	0	0	39	1	0	0	1	40	0.025	0.12355285781770667	false
chr1	205157308	-	37	3	0	0	37	2	0	0	2	39	0.05128205128205128	0.007404458524193407	false
chr11	62521128	-	54	1	0	0	54	1	0	0	1	55	0.01818181818181818	0.16584284801707777	false
chr11	65649340	+	29	1	0	0	29	1	0	0	1	30	0.03333333333333333	0.094175011925586	false
chr6	75138325	-	19	0	0	0	19	0	0	0	0	19	0.0	1.0	false
chr11	117289060	-	46	2	0	0	46	2	0	0	2	48	0.041666666666666664	0.011053390248680172	false
chr16	28911176	-	50	1	0	0	50	1	0	0	1	51	0.0196078431372549	0.15476921835482327	false
chr19	49862240	-	47	2	0	0	47	2	0	0	2	49	0.04081632653061224	0.011498782889272216	false
chr6	118894183	+	57	2	0	0	57	2	0	0	2	59	0.03389830508474576	0.016371587414261927	false
chr5	95793464	+	58	1	0	0	58	1	0	0	1	59	0.01694915254237288	0.17677139863517097	false
chr12	132786422	-	38	1	0	0	38	1	0	0	1	39	0.02564102564102564	0.12065846734638368	false
chr2	47075850	+	13	2	0	0	13	2	0	0	2	15	0.13333333333333333	0.0011056209888829541	false
chr1	43973051	+	22	2	0	0	22	2	0	0	2	24	0.08333333333333333	0.002849574094261613	false
chr19	43495299	-	12	2	0	0	12	2	0	0	2	14	0.14285714285714285	0.0009603051460520346	true
chr19	14471794	+	49	1	0	0	49	1	0	0	1	50	0.02	0.15197791719960327	false
chrX	47447154	-	20	0	0	0	20	0	0	0	0	20	0.0	1.0	false
chr20	36500296	+	90	1	0	0	90	1	0	0	1	91	0.01098901098901099	0.2591998969425789	false
chr19	18925089	+	27	0	0	0	27	0	0	0	0	27	0.0	1.0	false
chr11	67282758	+	37	2	0	0	37	2	0	0	2	39	0.05128205128205128	0.007404458524193407	false
chr11	4112048	+	40	2	0	0	40	1	0	0	1	41	0.024390243902439025	0.12643772127831837	false
chr20	50876936	+	31	2	0	0	31	2	0	0	2	33	0.06060606060606061	0.005345399287675507	false
chr5	93584960	+	25	2	0	0	25	2	0	0	2	27	0.07407407407407407	0.0036002615480050034	false
chr11	46705766	+	45	1	0	0	45	1	0	0	1	46	0.021739130434782608	0.14072022736499337	false
chr19	2231271	+	11	4	0	0	11	4	0	0	4	15	0.26666666666666666	1.556472862567361e-7	true
chr1	53835558	-	41	2	0	0	41	2	0	0	2	43	0.046511627906976744	0.008945145796751435	false
chr17	81546996	-	74	1	0	0	74	1	0	0	1	75	0.013333333333333334	0.21907245359708175	false
chr12	47662735	-	47	0	0	0	47	0	0	0	0	47	0.0	1.0	false
chr10	22321660	+	44	2	0	0	44	1	0	0	1	45	0.022222222222222223	0.13788253063872796	false
chr1	198157072	+	37	3	0	0	37	3	0	0	3	40	0.075	0.0003216301529319877	true
chr9	35739760	-	39	0	0	0	39	0	0	0	0	39	0.0	1.0	false
chr11	65718193	-	87	4	0	0	87	4	0	0	4	91	0.04395604395604396	0.0002496885381577392	true
chr3	47009510	+	5	1	0	0	5	1	0	0	1	6	0.16666666666666666	0.019587455673072456	false
chr20	33438932	-	40	1	0	0	40	1	0	0	1	41	0.024390243902439025	0.12643772127831837	false
chr4	40349349	+	50	2	0	0	50	2	0	0	2	52	0.038461538461538464	0.012881431516093974	false
chr12	25958863	+	39	2	0	0	39	2	0	0	2	41	0.04878048780487805	0.008158319393238259	false
chr17	82051646	-	34	0	0	0	34	0	0	0	0	34	0.0	1.0	false
chr12	53939614	+	65	1	0	0	65	1	0	0	1	66	0.015151515151515152	0.19555296873933498	false
chr9	132893599	-	44	2	0	0	44	1	0	0	1	45	0.022222222222222223	0.13788253063872796	false
chr12	10158303	-	19	3	0	0	19	3	0	0	3	22	0.13636363636363635	0.00005240276379641267	true
chr3	141876608	+	21	1	0	0	21	1	0	0	1	22	0.045454545454545456	0.06996530315573161	false
chr3	125594813	-	56	0	0	0	56	0	0	0	0	56	0.0	1.0	false
chr10	118686030	-	35	1	0	0	35	1	0	0	1	36	0.027777777777777776	0.11191781872705495	false
chr15	68206994	-	44	1	0	0	44	1	0	0	1	45	0.022222222222222223	0.13788253063872796	false
chr5	176528637	-	86	2	0	0	86	2	0	0	2	88	0.022727272727272728	0.03441075424456498	false
chr20	35502894	+	45	0	0	0	45	0	0	0	0	45	0.0	1.0	false
chr12	120200888	-	81	2	0	0	81	2	0	0	2	83	0.024096385542168676	0.030920291090616624	false
chr17	82048414	-	23	1	0	0	23	1	0	0	1	24	0.041666666666666664	0.07607772532502566	false
chr1	944475	+	115	110	0	0	115	110	0	0	110	225	0.4888888888888889	1.5270958842137616e-207	true
chr4	13614394	-	55	2	0	0	55	2	0	0	2	57	0.03508771929824561	0.015337418772214423	false
chr16	19581595	+	39	1	0	0	39	1	0	0	1	40	0.025	0.12355285781770667	false
chr11	46900305	-	8	1	0	0	8	1	0	0	1	9	0.1111111111111111	0.02923683467498033	false
chr15	44651504	-	38	1	0	0	37	1	0	0	1	38	0.02631578947368421	0.11775451840222492	false
chr20	44492056	+	45	1	0	0	45	1	0	0	1	46	0.021739130434782608	0.14072022736499337	false
chrX	53940501	-	53	0	0	0	53	0	0	0	0	53	0.0	1.0	false
chr11	65618415	+	48	2	0	0	48	2	0	0	2	50	0.04	0.011951957971907566	false
chr2	70696255	-	43	2	0	0	43	2	0	0	2	45	0.044444444444444446	0.0097644718565112	false
chr11	65539224	-	51	25	0	0	51	25	0	0	25	76	0.32894736842105265	5.7401023276136925e-43	true
chr12	57102487	-	41	0	0	0	41	0	0	0	0	41	0.0	1.0	false
chr12	101395078	-	11	3	0	0	11	3	0	0	3	14	0.21428571428571427	0.00001263286357809756	true
chr5	16465525	-	146	3	0	0	146	3	0	0	3	149	0.020134228187919462	0.013490108562791162	false
chr12	50814402	+	33	0	0	0	32	0	0	0	0	32	0.0	1.0	false
chr15	64822294	-	28	2	0	0	28	2	0	0	2	30	0.06666666666666667	0.00443276434494798	false
chr1	207113042	+	9	5	0	0	9	5	0	0	5	14	0.35714285714285715	7.54621461538184e-10	true
chr1	100266587	+	42	0	0	0	42	0	0	0	0	42	0.0	1.0	false
chr4	139073479	-	50	0	0	0	50	0	0	0	0	50	0.0	1.0	false
chr1	11257012	-	48	1	0	0	48	1	0	0	1	49	0.02040816326530612	0.14917739801504937	false
chr17	35131800	-	21	2	0	0	21	2	0	0	2	23	0.08695652173913043	0.0026178207261299278	false
chr22	17791034	-	46	1	0	0	46	1	0	0	1	47	0.02127659574468085	0.14354858369044748	false
chr9	37304243	+	83	1	0	0	83	1	0	0	1	84	0.011904761904761904	0.24190430316440192	false
chr22	31944556	+	26	1	0	0	26	1	0	0	1	27	0.037037037037037035	0.0851711179465615	false
chr17	40130265	+	59	2	0	0	59	2	0	0	2	61	0.03278688524590164	0.01743469442407414	false
chr12	4518175	-	37	3	0	0	37	3	0	0	3	40	0.075	0.0003216301529319877	true
chr17	74863898	-	32	1	0	0	31	1	0	0	1	32	0.03125	0.10012832179390982	false
chr16	87708452	-	26	2	0	0	26	1	0	0	1	27	0.037037037037037035	0.0851711179465615	false
chr1	212791667	-	221	6	0	0	221	6	0	0	6	227	0.02643171806167401	0.00012160364831610963	true
chr1	233289384	-	15	0	0	0	15	0	0	0	0	15	0.0	1.0	false
chr22	50215799	+	41	0	0	0	41	0	0	0	0	41	0.0	1.0	false
chr5	113018607	+	34	1	0	0	34	0	0	0	0	34	0.0	1.0	false
chr11	62647909	-	18	1	0	0	18	1	0	0	1	19	0.05263157894736842	0.06072076484265071	false
chr14	77109872	+	40	2	0	0	40	1	0	0	1	41	0.024390243902439025	0.12643772127831837	false
chr21	44769399	-	49	3	0	0	49	2	0	0	2	51	0.0392156862745098	0.012412859438603279	false
chr10	111011799	+	36	1	0	0	36	1	0	0	1	37	0.02702702702702703	0.11484097941920515	false
chr4	82926134	-	48	1	0	0	48	1	0	0	1	49	0.02040816326530612	0.14917739801504937	false
chr16	31120764	+	55	0	0	0	55	0	0	0	0	55	0.0	1.0	false
chr2	232550244	-	34	1	0	0	34	1	0	0	1	35	0.02857142857142857	0.10898500455091661	false
chr12	132584099	+	40	3	0	0	40	2	0	0	2	42	0.047619047619047616	0.00854764113121742	false
chr7	128457991	+	57	1	0	0	57	1	0	0	1	58	0.017241379310344827	0.17405275776701995	false
chrX	78136972	-	64	3	0	0	64	2	0	0	2	66	0.030303030303030304	0.02021628857508566	false
chr8	22194502	+	56	0	0	0	56	0	0	0	0	56	0.0	1.0	false
chr3	39144018	-	42	1	0	0	42	1	0	0	1	43	0.023255813953488372	0.13217899249845172	false
chr22	37848822	-	30	2	0	0	30	2	0	0	2	32	0.0625	0.005032386928409777	false
chr19	589922	+	26	1	0	0	26	1	0	0	1	27	0.037037037037037035	0.0851711179465615	false
chr12	116723115	-	42	2	0	0	42	2	0	0	2	44	0.045454545454545456	0.009350775302913275	false
chr2	96861824	-	34	1	0	0	34	1	0	0	1	35	0.02857142857142857	0.10898500455091661	false
chr12	53716319	-	30	2	0	0	30	2	0	0	2	32	0.0625	0.005032386928409777	false
chr9	37862598	+	20	2	0	0	20	2	0	0	2	22	0.09090909090909091	0.002395411521934828	false
chr7	131399330	+	57	2	0	0	57	2	0	0	2	59	0.03389830508474576	0.016371587414261927	false
chr3	51414738	-	41	3	0	0	41	3	0	0	3	44	0.06818181818181818	0.0004269261673527841	true
chr9	71768497	-	45	0	0	0	45	0	0	0	0	45	0.0	1.0	false
chr12	53939428	+	35	1	0	0	35	1	0	0	1	36	0.027777777777777776	0.11191781872705495	false
chr17	19343444	-	2	12	0	0	2	12	0	0	12	14	0.8571428571428571	1.462826195097869e-28	true
chr1	119955165	-	62	2	0	0	62	2	0	0	2	64	0.03125	0.019082685766565723	false
chr3	42563551	-	26	4	0	0	26	4	0	0	4	30	0.13333333333333333	3.0039750857031133e-6	true
chr4	82928145	-	42	2	0	0	42	1	0	0	1	43	0.023255813953488372	0.13217899249845172	false
chr2	241655320	+	55	1	0	0	55	0	0	0	0	55	0.0	1.0	false
chr14	104014769	+	25	2	0	0	25	2	0	0	2	27	0.07407407407407407	0.0036002615480050034	false
chr3	49125857	-	53	6	0	0	53	6	0	0	6	59	0.1016949152542373	4.934383103590749e-8	true
chr19	9849248	+	54	3	0	0	54	3	0	0	3	57	0.05263157894736842	0.0009136141098772038	true
chr5	154417749	+	37	1	0	0	37	1	0	0	1	38	0.02631578947368421	0.11775451840222492	false
chr19	42224673	+	20	2	0	0	20	2	0	0	2	22	0.09090909090909091	0.002395411521934828	false
chr14	54865363	-	33	2	0	0	33	2	0	0	2	35	0.05714285714285714	0.005997520653790533	false
chr19	57622260	+	17	0	0	0	17	0	0	0	0	17	0.0	1.0	false
chr9	91410646	-	39	0	0	0	39	0	0	0	0	39	0.0	1.0	false
chr9	128634691	-	107	5	0	0	105	3	0	0	3	108	0.027777777777777776	0.005629048095688359	false
chr1	173800245	-	45	2	0	0	45	2	0	0	2	47	0.0425531914893617	0.010615836394104218	false
chr1	84645442	-	32	1	0	0	32	1	0	0	1	33	0.030303030303030304	0.10309028812222965	false
chr6	144187819	+	15	1	0	0	15	1	0	0	1	16	0.0625	0.05138433588407883	false
chr3	78606981	-	36	1	0	0	36	1	0	0	1	37	0.02702702702702703	0.11484097941920515	false
chr1	31908236	-	23	2	0	0	23	1	0	0	1	24	0.041666666666666664	0.07607772532502566	false
chr11	65777777	-	25	2	0	0	25	1	0	0	1	26	0.038461538461538464	0.08214997511698532	false
chr19	19024994	-	50	0	0	0	50	0	0	0	0	50	0.0	1.0	false
chr3	47576915	-	17	1	0	0	17	1	0	0	1	18	0.05555555555555555	0.05761887684814852	false
chr11	66347165	-	34	0	0	0	34	0	0	0	0	34	0.0	1.0	false
chr7	151878910	+	25	0	0	0	25	0	0	0	0	25	0.0	1.0	false
chr3	169779294	+	42	2	0	0	42	2	0	0	2	44	0.045454545454545456	0.009350775302913275	false
chr12	120095961	-	84	1	0	0	84	1	0	0	1	85	0.011764705882352941	0.24439960775288233	false
chr20	17659723	-	39	1	0	0	39	1	0	0	1	40	0.025	0.12355285781770667	false
chr3	39097742	-	44	3	0	0	44	3	0	0	3	47	0.06382978723404255	0.0005188631170895373	true
chr15	49037753	-	44	1	0	0	44	1	0	0	1	45	0.022222222222222223	0.13788253063872796	false
chr9	127826652	-	23	1	0	0	23	1	0	0	1	24	0.041666666666666664	0.07607772532502566	false
chr3	152465677	+	130	2	0	0	130	2	0	0	2	132	0.015151515151515152	0.07076683023744049	false
chr19	39381108	+	59	5	0	0	59	5	0	0	5	64	0.078125	2.506061683933907e-6	true
chr10	103601470	-	37	1	0	0	37	1	0	0	1	38	0.02631578947368421	0.11775451840222492	false
chr2	24077561	-	43	2	0	0	43	2	0	0	2	45	0.044444444444444446	0.0097644718565112	false
chr6	63684353	+	51	1	0	0	51	1	0	0	1	52	0.019230769230769232	0.15755133182224934	false
chr19	14469502	+	64	1	0	0	64	0	0	0	0	64	0.0	1.0	false
chr11	73974835	-	43	1	0	0	43	1	0	0	1	44	0.022727272727272728	0.1350354626657898	false
chr16	47650838	+	88	4	0	0	88	4	0	0	4	92	0.043478260869565216	0.00026035738295423556	true
chr16	84178575	-	14	2	0	0	14	2	0	0	2	16	0.125	0.0012608040561881502	false
chrX	130165706	-	71	1	0	0	71	1	0	0	1	72	0.013888888888888888	0.21131003930548797	false
chr9	137043560	-	30	0	0	0	30	0	0	0	0	30	0.0	1.0	false
chr1	236542641	-	25	1	0	0	25	1	0	0	1	26	0.038461538461538464	0.08214997511698532	false
chr19	40801151	+	126	12	0	0	126	10	0	0	10	136	0.07352941176470588	4.352377134080533e-11	true
chr20	63674064	+	43	3	0	0	43	3	0	0	3	46	0.06521739130434782	0.0004869376504999364	true
chr19	10643666	+	42	1	0	0	42	1	0	0	1	43	0.023255813953488372	0.13217899249845172	false
chr17	28634069	-	143	5	0	0	142	4	0	0	4	146	0.0273972602739726	0.0014706097953676002	false
chrX	64920118	-	37	1	0	0	37	1	0	0	1	38	0.02631578947368421	0.11775451840222492	false
chr22	40404363	+	37	1	0	0	37	1	0	0	1	38	0.02631578947368421	0.11775451840222492	false
chr19	46775402	-	56	1	0	0	56	1	0	0	1	57	0.017543859649122806	0.17132513882381456	false
chr17	78992307	-	23	0	0	0	23	0	0	0	0	23	0.0	1.0	false
chr5	108380958	-	49	1	0	0	49	1	0	0	1	50	0.02	0.15197791719960327	false
chr1	68475054	-	46	2	0	0	46	2	0	0	2	48	0.041666666666666664	0.011053390248680172	false
chr3	129605704	-	18	3	0	0	18	3	0	0	3	21	0.14285714285714285	0.00004536859772731885	true
chr1	1335923	-	86	1	0	0	86	1	0	0	1	87	0.011494252873563218	0.24936560375751515	false
chr1	1336315	-	85	20	0	0	85	20	0	0	20	105	0.19047619047619047	2.692651912302711e-29	true
chr16	23523236	-	37	9	0	0	37	9	0	0	9	46	0.1956521739130435	4.477324296663149e-14	true
chrX	9719253	+	70	8	0	0	70	8	0	0	8	78	0.10256410256410256	2.632197490003003e-10	true
chr12	6390203	+	79	0	0	0	79	0	0	0	0	79	0.0	1.0	false
chr17	68450868	-	39	1	0	0	39	0	0	0	0	39	0.0	1.0	false
chr3	50274025	+	45	27	0	0	45	27	0	0	27	72	0.375	3.800716956934735e-48	true
chr11	120229285	+	35	3	0	0	35	3	0	0	3	38	0.07894736842105263	0.00027597552877657973	true
chr7	100888365	+	84	3	0	0	84	3	0	0	3	87	0.034482758620689655	0.0030756833627493597	false
chr4	1172546	-	26	10	0	0	26	10	0	0	10	36	0.2777777777777778	3.510106118143348e-17	true
chr5	52800290	+	28	0	0	0	28	0	0	0	0	28	0.0	1.0	false
chr5	94714792	+	19	1	0	0	19	1	0	0	1	20	0.05	0.06381244283942049	false
chr16	74448099	-	14	1	0	0	14	1	0	0	1	15	0.06666666666666667	0.04825161514483567	false
chr22	28795532	-	47	6	0	0	46	2	0	0	2	48	0.041666666666666664	0.011053390248680172	false
chr19	45408550	+	17	2	0	0	17	2	0	0	2	19	0.10526315789473684	0.0017848929471092965	false
chr6	27134082	+	21	3	0	0	21	2	0	0	2	23	0.08695652173913043	0.0026178207261299278	false
chr1	214355709	-	33	1	0	0	33	1	0	0	1	34	0.029411764705882353	0.10604250501099872	false
chr17	42843071	+	24	1	0	0	24	1	0	0	1	25	0.04	0.07911885522593269	false
chr17	75570985	+	36	4	0	0	36	4	0	0	4	40	0.1	9.757822609049566e-6	true
chr1	205810391	-	27	2	0	0	27	2	0	0	2	29	0.06896551724137931	0.004146277241909577	false
chr10	21494685	-	72	3	0	0	72	3	0	0	3	75	0.04	0.0020175943507161564	false
chr12	57727094	+	47	1	0	0	47	1	0	0	1	48	0.020833333333333332	0.14636763035942127	false
chr7	101816834	+	2	2	0	0	2	2	0	0	2	4	0.5	0.00006472059294926472	false
chr3	5218873	+	35	0	0	0	35	0	0	0	0	35	0.0	1.0	false
chr11	12940395	+	59	4	0	0	59	4	0	0	4	63	0.06349206349206349	0.000059876585008082816	true
chr12	6884306	+	27	1	0	0	27	1	0	0	1	28	0.03571428571428571	0.08818231655458811	false
chr17	19677107	+	147	11	0	0	147	11	0	0	11	158	0.06962025316455696	8.476414978297e-12	true
chr19	42079921	+	25	0	0	0	25	0	0	0	0	25	0.0	1.0	false
chr5	177447207	+	1	8	0	0	1	8	0	0	8	9	0.8888888888888888	1.2364206535270608e-19	false
chr20	62945775	+	58	1	0	0	58	1	0	0	1	59	0.01694915254237288	0.17677139863517097	false
chr4	98879715	-	49	1	0	0	49	1	0	0	1	50	0.02	0.15197791719960327	false
chrX	56565293	+	57	5	0	0	57	3	0	0	3	60	0.05	0.0010606639893610673	false
chr12	120462490	+	55	1	0	0	55	1	0	0	1	56	0.017857142857142856	0.16858851215624265	false
chr17	79769501	-	31	1	0	0	31	1	0	0	1	32	0.03125	0.10012832179390982	false
chr12	26914528	-	57	0	0	0	57	0	0	0	0	57	0.0	1.0	false
chr20	59943977	+	32	0	0	0	32	0	0	0	0	32	0.0	1.0	false
chr11	16789272	-	61	1	0	0	61	1	0	0	1	62	0.016129032258064516	0.18487374782046545	false
chr10	133292613	-	92	3	0	0	92	3	0	0	3	95	0.031578947368421054	0.0039389355925296505	false
chr5	134738640	+	40	0	0	0	39	0	0	0	0	39	0.0	1.0	false
chr19	11364458	+	40	2	0	0	39	2	0	0	2	41	0.04878048780487805	0.008158319393238259	false
